Size,Bedrooms,Age,Location,Price
129.56035979625676,5,12,A,328203.5242152437
418.00942037473357,11,15,D,1093331.9723935109
362.5004486988913,8,7,D,671144.0231650381
261.15237422985035,10,4,D,411860.0535644813
307.5074617941321,4,1,C,400689.67048519524
382.3086081490425,12,8,C,762223.3408373157
232.2113835098995,10,13,D,567080.3974955893
371.26318577493953,7,13,B,934312.124352593
138.16339703852316,10,8,D,274503.45406437735
326.59815108647354,8,2,D,450079.33378612367
238.70569415134202,5,9,A,526807.8658920722
292.92663872049275,5,2,D,402440.8034769473
352.0702438903886,7,1,C,460063.03608194366
468.420603806982,7,8,A,983247.2531896691
454.28891767809847,8,8,D,882588.5781906878
236.9978582072099,4,14,D,595019.3002535591
367.40899391612487,4,2,D,503478.2531406209
234.221907040446,7,2,C,330096.8946003008
127.65093380201884,9,8,C,258597.03772237312
455.7763793032858,7,8,B,920762.0727582439
252.84226058976722,6,12,B,612576.2968452751
424.72347524373197,8,12,C,1006789.6137732576
326.7825095680575,5,7,A,652575.0693860879
257.30985794637627,9,8,A,544591.7484647767
184.20838375190664,4,5,D,306024.68300913903
246.4387316946292,11,3,C,373520.83276160824
398.04067565409946,8,2,C,558712.6205105064
446.5937721772081,12,9,D,913447.7548582824
452.9827947354416,10,6,C,811897.4434501443
382.60888342923647,7,15,C,1017787.4522531843
241.42660470387693,7,3,A,385397.7550673311
276.32011601684883,9,10,A,641248.5376321771
301.02131195542097,6,11,C,684744.0797714296
491.01293695100554,10,8,B,994003.7291179706
127.4015898992901,10,10,C,284187.4341824666
461.264204846721,12,11,D,1030854.2052115184
297.0617049833247,8,2,A,443238.88693699526
349.83480588966086,7,8,C,694214.8979908527
319.27072492574814,9,8,B,648418.8823869498
481.7186406706352,7,1,B,640649.1054753261
439.15178874777564,6,15,B,1189279.9367400103
418.44675008608476,9,13,C,1033537.6442107355
250.15980256577228,7,13,A,656703.0684818712
460.33234648040616,8,2,D,632514.1737747107
412.52200858690304,7,13,B,1037333.7545611535
176.9721978092274,10,5,C,304313.292319502
194.61171546708857,7,14,C,502512.2041482734
292.1269473325229,9,4,B,478042.4662662106
180.68869151725963,11,9,C,382401.45929162385
488.98586507690317,5,4,C,777853.6102818146
187.42578014941267,4,11,B,435124.41121741646
185.77176471859934,8,3,B,287016.1536193014
160.51335104126974,8,2,D,223513.09295645848
447.528046655962,8,8,D,869549.2919025546
224.67604820812056,11,12,B,550002.4266932097
353.39097631896567,10,1,B,472662.5994155671
411.6887010536584,10,10,A,952142.4499324564
340.04243510527954,12,2,D,470693.08827321813
390.483401636152,6,12,D,905811.0214352648
487.78285480212566,11,10,D,1042240.7470451395
125.38713760865434,6,11,C,288513.3824451242
388.223195543716,5,15,D,1009801.0515107021
168.7880314074035,5,1,B,225878.27447807486
218.22881910933148,10,14,D,554458.6334978564
299.48253323122105,9,7,A,601710.3803413766
358.02673768330726,9,9,D,731773.0428467792
287.9986969721357,8,8,A,607741.9217796329
294.3959810713334,9,2,B,423319.5897643219
131.32008306635112,11,4,B,219576.43180864217
154.6035579735932,9,1,B,209330.73535645235
346.0469919103639,10,11,B,805883.6540247764
236.74305566706485,8,8,A,500818.5535659508
382.2433738906093,4,2,A,566466.9430430718
419.57153594049805,6,3,B,640603.2943890503
397.2274171239262,12,8,D,775751.8857618892
296.613175094334,7,14,B,777243.9957887855
499.0524967988791,9,7,B,960071.1994876517
412.23073359850275,10,14,B,1080501.2860000827
286.21431021980413,12,5,A,518594.44363942713
192.35355608845313,8,2,A,288739.91907963436
136.35839033892947,4,7,D,253215.24858018642
394.0089025112668,9,4,C,630050.1015778466
327.4933827083321,7,15,A,924619.4821709967
416.06238024294106,5,14,D,1042487.4414312812
346.26797492257026,7,1,B,461594.1614096441
408.1612436706725,12,15,D,1068930.7696247639
157.4190969996418,6,8,A,333604.02986901277
386.3937713529049,8,12,D,898305.3872175915
201.0892905838122,7,14,C,518991.1552452182
351.51046485180814,4,13,D,847286.0655980817
315.4581127009887,6,3,D,463659.23826508975
302.97148631188077,11,14,D,766771.0719538763
181.283290237598,4,9,A,400265.2337134264
431.26150799981116,12,15,C,1151730.3811195015
423.85020245936954,6,4,D,661831.9462817287
388.23501056210057,4,10,C,842187.6228141373
356.7958024171854,6,14,C,914048.5213493197
404.99899860483265,10,13,B,1021670.299556323
436.32533782367614,11,11,C,994689.9621302133
200.3392335509672,10,15,B,550693.4881060446
171.32519711152915,4,10,A,396082.1713065572
406.5250720108649,6,6,A,770014.2395647739
214.9542648135934,7,2,D,297210.80988811154
324.5350041162508,4,13,C,798541.6900765819
407.1944236444726,6,6,A,771274.3341761383
323.07864365491537,9,12,A,814823.0280689427
293.74828686819404,5,6,C,525396.9574779125
352.08013497637165,6,11,D,783934.1288165605
191.62869279235437,7,9,A,425634.1192388246
121.83951571721603,8,10,D,264965.8868702029
197.53506446680694,7,7,B,382750.55349549983
405.3765890024634,5,2,D,555840.5276536004
460.43475820293037,9,8,D,895245.2920604997
319.137924805479,8,13,B,805197.8327222889
445.6201676448459,6,7,C,838880.9538311515
125.4672009363367,12,10,A,298717.70326383656
493.8508809084997,11,3,D,726836.7085760105
171.82006291630404,8,9,A,383207.60645080666
139.8964305406128,10,5,C,242026.0033082295
383.67934647377393,10,2,C,539881.6502914933
379.28351970827697,10,1,B,506890.47037276556
150.12253618728246,9,14,D,383622.69741923764
333.4973041726247,9,2,D,460059.2824601277
239.2168512681761,12,6,B,442403.71040932636
453.9010066963366,10,11,D,1012732.6576847965
462.6252897595469,9,3,D,680087.1025389617
480.87474118027114,4,13,A,1252137.048393862
456.8926797658154,11,14,D,1150515.0777777496
288.42434462646213,6,4,D,451607.67865054973
300.81256328476235,10,5,C,512365.1063184007
471.57484793130607,10,1,A,653554.6630941111
282.7805159190093,4,7,A,564434.2333484085
144.57084637679841,7,9,D,298325.9423832777
418.71333112397974,12,10,D,896916.3793232403
257.300870539793,6,9,C,536228.9967941326
128.81198356868802,11,11,B,306958.63162957935
160.13632327634187,12,7,C,309135.19717331196
439.6715753800861,10,10,A,1016212.0389902453
439.6785567989426,8,15,D,1146160.3621502244
367.4261239247328,4,11,A,882633.735708649
334.54745349164546,10,6,D,589525.151853139
475.1384439615391,12,7,B,916795.5504379213
286.15895853076955,4,7,C,538809.5703696007
446.53571187422506,4,6,D,780087.2758028511
418.798857350089,12,1,C,549243.3191257154
243.48280215188996,11,3,A,391269.754178133
275.6303864752432,12,8,D,541234.9885716131
477.6182835314043,9,6,D,837811.8701207384
213.9001463280805,9,1,A,298999.0650196639
155.08247919122493,9,3,A,250523.29277873528
240.87984947304255,5,5,A,432668.83594159415
156.95723090280362,10,14,C,409899.1954167324
271.777440662415,5,5,D,450884.37830660003
368.31904620414076,6,14,C,943363.6535433341
352.0092379272677,4,6,D,615565.8384276509
455.90544346871815,8,14,A,1238401.6550754842
195.30998425171367,5,9,D,399271.4113456262
424.3306693447568,8,13,C,1046921.4785559647
154.39998013732458,5,7,A,310512.96858609596
384.1543233686967,11,13,D,932597.1879344381
304.1571259447551,12,10,B,681134.9798814845
362.38203328814257,10,5,A,652749.9248795243
249.79423214270955,5,7,C,471514.80257115234
144.10109520537372,6,9,D,296532.96729381353
495.53390498088936,7,7,C,933099.4701242249
201.02726368655524,12,1,D,261671.1070630201
225.3391745656009,9,6,C,406862.37402850715
251.2957637571269,10,13,D,612864.5890838976
353.86187446035433,11,9,D,725034.2907084479
473.2884825000602,5,13,D,1140436.0010569443
197.0850474516667,9,15,D,519600.4347669521
385.95802485914635,4,4,C,613997.5113768878
235.8029355860969,11,6,C,426926.0136009081
131.46312166313666,5,6,C,237178.5040737307
227.4526757066423,9,8,A,482307.2777381125
133.09044030131378,4,5,D,221864.10091208297
465.51748539430383,5,5,B,801280.7629716789
493.8638815044112,9,7,C,931533.1861762578
309.001265760391,6,4,A,523023.085262327
373.2512757398792,7,5,B,644601.386107857
462.1061693997136,9,14,B,1208840.8568519289
446.19700409981624,4,1,C,580431.3173133619
248.4257194771461,11,9,A,553543.3261008793
468.8526801053089,12,13,C,1159991.3608977962
216.92240378137143,7,2,C,306015.986063669
355.99247296782835,9,6,C,638902.6319908631
441.16613296727513,6,7,D,813932.1408964443
380.6314273779627,12,13,B,962906.2489056778
475.9257368040096,11,4,C,761126.3670975514
363.99554148577806,9,2,A,542615.9013730953
187.54440872093744,4,15,A,529488.2733646714
290.99942372393775,6,4,C,464903.0871787174
154.5170196006631,11,5,B,272634.3647876963
238.33885700202885,5,9,B,506156.02886923135
381.6524923318227,9,9,D,779561.3292894243
340.63394939832847,4,9,A,748898.9798516389
159.42706649319211,11,3,D,239166.52544303244
136.00926124430333,8,12,C,327733.7824466014
130.39123695453537,5,12,C,311580.18931706715
152.34100653148857,12,14,B,408281.0310284291
383.8595199208782,10,7,A,769968.1225693971
435.8462447373162,11,15,C,1162734.0861065148
156.9887051941441,8,11,C,361686.5189179891
489.11084675492737,6,5,D,809388.0980973124
303.26586954826746,11,6,B,557674.9880040775
210.8525394652565,5,2,C,296406.73493563704
131.90719412065377,10,14,C,346171.9018429432
433.1586717102975,10,12,C,1028589.1958626198
362.17127249895657,4,9,C,750961.5064378463
460.7159284401872,7,11,B,1066874.2372522836
382.1592954745917,8,6,A,725713.0032886474
196.332604835475,7,6,C,353866.7061878036
230.94884380370218,11,2,A,347532.4380092386
304.77011671283515,5,15,B,826294.9702843226
164.03170254728735,8,15,D,433006.8208303419
464.6351222384548,11,7,A,931079.5657602107
157.22010536755002,12,11,B,373287.92886337667
453.1656346695641,11,14,A,1234384.1770753334
298.25819253594057,4,14,D,747748.6649752042
483.493569355132,12,4,D,758298.3375813586
418.94245113620894,4,4,A,706219.5331557404
241.99246088285602,11,2,A,363827.5158818717
230.46592633681541,6,7,A,462278.94694866956
180.76462285770873,12,11,D,410703.28938365105
208.3663183667413,5,3,A,331938.0266334937
439.4163457399724,8,9,D,895558.6308551569
459.40882911445533,8,1,C,599713.8425323342
400.6467253542958,9,3,D,589707.4807806483
484.34392724851364,7,5,B,834969.7537330529
190.09036099022808,4,14,D,478073.28079195746
201.97038630424652,11,12,A,514963.2095028431
132.88209285844883,4,11,A,321754.52157798025
451.8404974134409,4,11,A,1084498.891894606
202.52782942952518,11,1,D,263047.7456018514
486.4887975658876,5,10,A,1118634.7509068565
477.1276031490024,10,6,D,837683.0507287757
319.738163418547,5,2,B,456935.0339481897
402.24536347971514,7,7,C,758463.3204340268
211.18597880308192,8,13,B,535646.1416321434
316.6704866800192,8,10,A,732680.7463025721
161.11920614441567,4,9,C,335990.04148207395
234.28170333404225,6,5,C,397793.26160119096
404.85430234546016,5,2,A,600444.6201967733
265.20231222330113,6,15,B,720868.7863549053
299.74930660605514,4,13,C,737866.302571623
471.3961536452558,10,3,A,750095.7252215891
464.32709951106006,9,3,B,710428.6985539064
232.2097043427255,5,11,B,539136.3948571325
157.61941664718285,7,14,B,416571.8718694419
237.26143256628072,9,8,A,502769.1292478669
232.44067800110975,9,11,B,543503.0929619136
358.3788754468962,4,4,A,604530.8670303565
416.5638610081789,6,15,A,1172708.308645288
279.0763766270012,10,10,B,624041.0729846092
426.2499358759182,12,1,D,547721.9185572863
139.53734444173165,8,14,D,356193.74417457
280.06175739308304,5,10,A,645999.3997272031
409.8353188935211,8,5,C,694123.3357411154
464.4165375601101,7,6,C,829983.7707067555
368.41020675757153,11,12,D,859735.1901679321
482.393687911487,12,7,B,930649.0034457097
450.6451803185461,6,10,B,998369.4612778209
492.69004390793924,10,10,C,1073210.4948411486
443.7808875204694,12,10,A,1027528.7200668667
291.7051834839858,8,15,A,825635.785461586
302.1519625344383,10,1,A,420808.28005131
265.4467568334044,8,14,A,724803.1423472316
336.8032420642145,9,12,B,817000.8498417331
386.74028750332087,10,12,D,901024.8930836543
201.29416755954998,12,11,D,456091.64917405776
133.52931169615894,5,7,D,248789.53406530534
210.5883701237674,11,4,A,361281.89697261044
207.03794628158442,9,5,B,361206.22474812303
356.86476816098065,10,15,D,934060.5281860892
314.160782443675,7,13,B,791729.7073305587
464.4159483090557,7,7,A,927337.4545486255
217.62621450960333,11,3,A,350486.67562170717
409.6761010405463,6,2,C,573749.1326484404
401.54237500569093,7,11,B,930708.7899730955
176.50536281222287,5,3,D,260425.18026729583
301.8442447109896,11,14,A,826324.864057443
234.8036682629903,4,5,D,389324.75942818716
346.4670792839072,11,2,D,478888.9308759348
486.5835173458671,7,2,B,695011.9412683558
284.7191427836482,10,5,A,514447.8494691207
240.15451661611158,7,11,C,548368.5894859477
419.12884915771025,11,2,B,601603.5051880834
156.22022212522177,4,14,B,409697.5299882955
288.2585924991715,8,8,C,573852.9100383697
480.6458308352755,9,1,A,665443.6165682682
238.50675617258753,10,4,B,392082.59581292624
164.06053016004822,4,11,A,396313.3894035329
271.8464061842324,6,4,C,434564.7073958242
388.3590961413447,10,10,D,830898.5347119985
385.8501493448984,6,4,C,615146.6365623191
394.603809277366,5,14,B,1029355.5326176515
299.9541440924836,8,13,A,786994.6094227039
355.6077035024703,12,7,A,715561.0782140219
381.9534975763963,10,14,C,982289.6978343521
409.4427621087055,9,2,A,609674.1843466372
323.52450371405723,4,11,B,748303.9059864914
196.9173737081959,7,12,C,470009.6629616768
156.7816687306278,8,3,C,238251.1230711742
188.56302665847858,10,5,B,330261.6024819689
156.62784407321422,4,11,B,364254.66455375473
306.13965489176195,5,5,C,517814.62021816004
246.6628260892025,12,14,B,653034.8341623498
426.3452026183897,7,7,B,819649.783687658
288.5448821121394,12,3,B,445530.6802745207
133.62624130954902,7,15,B,367682.7425983536
441.6374643208863,10,9,A,975348.1099398079
334.050412752077,9,2,B,479622.538041909
272.10124543155575,12,2,D,378010.4349679111
136.10695580870436,7,13,C,340329.82781970827
247.11594818584945,8,6,D,435901.96549850726
203.71919918403975,8,14,B,537276.4755786811
332.3189565124835,10,8,C,662203.7064165676
249.23052226460703,6,5,A,448281.7140488122
435.6116066379484,4,14,B,1134684.6458326797
274.5069325840137,8,12,A,692689.1237638562
478.4969352457059,6,7,C,900426.2627799616
345.4740040187721,8,7,B,666026.6822336043
297.95241834555804,10,1,A,415039.1142263939
163.88929460381632,7,8,C,328274.1317803106
416.4115573377108,7,13,A,1088106.421904479
423.5359091379538,7,14,C,1084895.3528469545
214.39370673411022,7,13,D,521336.27820339974
270.8433841704746,5,5,C,458516.8854063973
155.40419896598985,7,13,A,410823.64781286777
327.41586682750494,9,14,C,842485.9652091726
327.5348437776928,10,14,B,860725.6154218594
293.3481077136529,12,6,A,561658.2136574144
291.48705366097795,10,3,C,439932.73584753514
453.72037459536426,5,9,B,959594.4302281286
287.95416642212905,6,12,A,724137.0913903384
249.30176567135783,9,9,C,522298.84434568253
451.8472727376116,5,7,A,900743.5802386975
313.0895064901506,8,7,C,592343.556149562
457.2922405555782,9,4,D,715685.0908592351
225.22183131751422,12,4,D,357377.95319080364
370.17221771339587,6,7,B,711595.2393906666
132.6659813103194,4,2,B,190730.8669036439
425.789919078297,7,1,A,588939.9592330013
356.8509622395387,11,11,C,815395.7708123993
447.4031648427729,4,7,A,891098.2480608113
305.04592530631635,4,9,B,645715.8856288817
450.91155551026384,7,10,B,999874.3391002133
399.78999162655043,4,10,C,867146.3819133489
311.9501960441846,7,15,C,831248.5175566474
309.9321616725798,6,12,B,749537.253138986
239.61447414556454,11,4,A,410017.8866693687
373.02286770126375,6,13,C,919279.9801326937
218.13678379975326,12,6,B,404216.74658892903
204.30108722540638,9,14,B,539867.6052194625
432.87195985874246,6,9,D,880635.5706454755
299.58209385380485,6,15,C,797496.7277740448
334.1956320764214,5,15,D,870020.9393081175
276.47493623107096,7,14,A,753418.5720381552
130.89627238033808,12,6,C,241351.7797474804
170.78642823854,10,9,A,382769.3791574074
375.7517940773805,6,12,A,943027.112850199
489.6765476995409,5,4,B,794526.6045871943
465.1119296302533,8,6,C,831958.7870233299
357.36887150112125,8,11,A,862568.8245529212
456.4463060256797,12,7,B,881104.0345776739
189.66651640529528,10,5,D,319126.9526096781
227.15151367419728,7,13,D,551942.7673649462
379.44953157796203,12,4,A,645506.1415006615
346.91031891280545,4,5,A,620745.8959199239
297.09292893501595,9,5,A,535741.0878474764
303.38582432716464,8,12,C,721403.4588174912
380.4985879622345,7,10,A,877867.5669983323
226.23951045428743,11,14,D,575469.0483037931
326.9210773676582,6,14,A,888330.054072722
266.98206191288773,4,8,B,539274.7118014543
484.9287848301843,12,4,D,760526.2512675917
255.07727794947283,9,8,D,499184.64134447125
130.39535737180498,9,14,C,341265.7891538719
363.21187895266144,12,4,D,571582.6639357954
198.02498175187588,12,4,C,321591.57109497144
134.70984442518935,7,1,B,181931.2375425463
442.8544560160805,6,4,C,705441.4583294715
434.8870107493609,9,3,D,639638.0345551482
300.6737698386012,6,12,C,713064.70666039
164.80670138793386,5,5,A,297197.7738316326
348.7970856767614,4,7,C,656068.1443868973
497.6212668815893,10,6,C,891175.3699817025
283.87343519800515,6,11,A,684821.9779951017
330.8019346277798,6,3,B,505872.344300659
368.23184239220507,7,12,D,855482.467440337
306.46553429173,6,9,C,637704.8627781307
460.01600349565786,9,10,B,1021769.2589016334
403.01139717598,11,4,C,645630.0531267524
290.3119877961058,8,5,D,483457.6567075086
343.288230036488,12,14,A,939207.9726455951
249.25805300705298,6,4,C,398784.75596317195
203.01372242724858,8,6,C,366472.37103079347
193.24824866374416,9,9,C,406604.3852419679
134.29904473811808,10,10,B,305067.65536702174
375.3070714856285,7,12,B,907373.8767768822
376.98830663755643,6,8,D,731896.3277134568
469.9675228241364,10,4,C,751028.556153432
146.49665217061568,9,12,A,374582.9334596054
308.13582324276734,4,11,B,712892.7055803968
241.91278028800429,12,13,D,592353.6364221339
120.12507003792724,9,6,B,224402.16687510596
140.97221699660872,4,2,D,194582.25953809373
170.10452716266508,7,3,C,257455.53641804564
498.257757879231,6,12,D,1154226.6016013122
378.483009955031,4,14,A,1025126.8239651349
226.945221340769,7,3,C,342034.4893550643
269.8334489889389,7,7,B,520799.98083743954
319.11703376560797,4,10,B,706750.6487923875
309.4609783452633,12,6,D,547313.0435903638
135.40961175993172,8,6,C,246407.47048563874
181.13288338857257,10,9,B,390107.43674029404
266.54846882066215,6,6,D,468273.479012986
267.4621078202973,12,10,A,623829.2420653529
256.7818480534637,9,6,B,471958.65338581055
243.3818714636693,11,15,B,667720.7034773688
428.4866530182624,6,12,D,993406.9957409741
367.2128026392624,5,3,D,538522.397320678
229.13349477257347,7,2,C,323013.82472342224
475.2152869559422,8,3,C,712080.346990442
234.90545347672685,4,12,D,545289.2740457163
323.0849962189144,10,13,D,785089.8293290244
193.25803346111053,11,7,A,392580.5809575509
386.62338059983324,9,9,A,854074.4970115392
137.47814684826199,6,6,D,243629.16502646302
402.2107300880632,7,8,B,813236.5311495746
271.3816127229143,7,12,D,632246.5620618087
262.1441430220043,7,8,A,552938.0538753427
375.45760553920337,4,7,A,748335.2358235521
349.2986738004202,7,7,C,659347.1173543867
437.2451722881717,7,3,C,654960.8163647995
488.8495649963284,5,7,A,974167.9688135146
214.27884805329072,9,11,D,482035.61958405934
404.40539001788045,9,3,C,607335.2203466061
361.7826504880817,12,2,A,541195.1364481744
254.64282996027586,5,6,A,483302.40597001696
252.57382363597424,11,1,D,326610.1619235782
487.49099384269755,5,1,C,634488.3280201361
147.52897298013573,12,11,A,364751.68482577737
220.2671898130846,5,9,A,486467.368560659
444.8191115618164,9,14,A,1209629.4090020566
342.6598156385778,9,5,A,616886.5996891793
168.51366006658247,4,8,C,334914.88301103434
195.9447599468175,12,14,D,500979.39991860965
178.23571616487538,6,14,D,450595.82868497417
395.32689647025757,9,11,A,954336.5271431152
234.61026363248857,6,8,C,466632.9988287376
228.8317248808029,10,11,B,536157.2587577131
348.53136302219536,10,3,A,556303.5482676484
459.71451994069463,8,11,A,1107314.1144053796
175.59545704692073,7,12,A,445052.14587281906
343.347348329079,8,4,A,582090.7317384569
433.5604469581853,9,8,D,843414.4204214344
328.8991625067965,7,3,B,503616.7928863154
128.19849897183965,10,7,B,252743.34187678952
434.49463306343154,10,1,D,557134.9435612031
309.8590603866395,5,4,A,523763.75675158325
430.40167276205693,11,9,B,915765.2336325032
307.5511364306677,6,13,D,743825.0783426291
249.55694051209412,10,10,B,559003.8513362458
431.9379832144215,7,5,A,774389.1605082419
266.3716067126012,5,15,A,751244.3042245434
377.88148396283594,8,4,B,615921.1560090748
257.69293159228187,4,11,A,620222.1688925192
321.91930192011193,9,15,C,859766.9570690956
221.6799179915161,4,12,B,535817.3904583668
346.8254973598164,10,8,A,732197.7335323659
187.52235350589936,7,1,D,241872.79074077265
481.956803099948,12,2,D,664286.992516825
121.86520322472695,7,15,C,329424.1365132792
277.9339080521143,12,8,C,556813.931046561
201.30166122347174,10,5,B,352090.52667254116
171.88293304205655,9,10,B,386954.478078259
127.83114546466312,5,12,D,299447.6770502299
393.37029648585866,11,8,D,767509.2886144866
466.90480661636667,10,5,A,838884.0796224257
293.3004005713236,12,8,D,575314.0845578776
140.57767107851373,7,3,C,213519.57456482845
190.80870323051502,9,7,C,364213.8924475241
373.70651254086175,10,12,C,888757.7174961068
427.86888099106454,9,8,C,849425.9577904152
217.6103480545444,7,3,C,328144.19790516206
257.21671207314216,8,8,D,502507.23957274493
322.57888577814674,10,4,D,507213.65597113274
358.0814985978687,4,5,A,640639.5327030845
461.3186094126962,12,3,C,693882.0908060919
494.53097573029527,12,9,D,1010411.2952291828
279.4862580614414,4,1,A,386236.6418744857
137.62408152593366,7,9,B,295877.6263549176
341.3549905561008,9,2,C,480386.1468540923
465.7538737807568,6,10,B,1031656.9347137635
285.1644200650303,6,9,B,605614.1502745069
153.17697086406088,4,5,B,265340.0572726547
364.63211422776783,4,11,C,826370.0496978442
196.57772389091897,8,1,D,253903.0355593784
263.04309823844505,7,13,C,651069.5044877134
138.5960477624434,9,13,B,355432.38742091064
341.1872222200901,9,14,B,895070.6991944675
222.3240762215675,12,9,B,478580.83118774166
459.29259802008914,7,15,C,1220232.4587730353
370.8711603399066,11,10,B,827201.3404608823
269.4234400314855,12,4,B,443380.4635900705
138.13500285376088,11,7,C,267168.7253422404
387.4370479852593,10,4,D,607894.2783284778
479.7782196144798,7,4,C,764588.699869336
280.7858905422066,11,2,D,389289.2804420565
388.13589435492617,8,5,D,644514.9364659503
163.4255366356019,9,12,D,385332.9249235969
207.06361813796016,9,10,B,464464.56348155387
224.28312289101382,7,13,B,567308.7865339459
269.073695915956,12,9,C,565688.1083705332
352.9501430378765,7,6,C,632019.4540352686
423.50427541846926,11,10,D,906175.8502058157
459.44988802164465,11,14,D,1156890.5048245226
219.20374171197335,4,1,C,286248.0492587175
222.39741395859983,5,3,A,354068.9930886204
416.94636925421094,12,8,C,830390.4546922871
178.3724348425311,7,4,A,304391.65299800347
455.0964918792591,11,9,A,1005705.9087931183
345.7000774572259,11,4,A,588139.8580537806
342.0295239763145,9,6,A,650950.7006568507
423.26427087640957,4,4,B,686552.4171695975
225.21420057045935,9,4,C,362679.29370360763
337.8857733130781,4,8,C,668239.2018801378
271.4495147734586,8,11,B,632308.3074355011
316.38847093015704,5,7,C,596179.2175812541
346.1726973798195,10,3,C,521304.9737011714
227.89233158461178,11,14,C,591418.0915512524
234.46675269055766,6,13,C,580094.6105864852
215.17050311558916,12,12,A,548911.4847275377
148.6550679067556,7,6,C,269191.4006023979
491.42761437079247,9,10,A,1133758.6658633666
250.69925898378884,12,2,C,355933.3685054341
225.15521203418808,8,11,B,525779.5615161109
452.70179136694,7,11,B,1048432.7461502929
142.86631281090152,10,5,C,247015.4055223145
337.09557284091204,7,2,D,463831.09664665855
190.1157770429196,7,6,B,349682.13242878974
238.7917380047328,7,14,D,602608.0578543595
178.26716697740144,7,12,B,434667.2642654652
437.68165131601944,12,12,B,1062010.9887731832
120.50294950711317,10,6,B,225841.5030911257
343.8989429559382,11,11,A,833346.5762271123
403.2956244410757,4,2,B,574981.6594064169
418.77204406099094,9,4,A,709431.4128601663
198.90217394631455,4,11,D,443433.63833442784
300.56163218267204,9,14,B,789652.1681181721
276.86044143792094,9,6,D,488396.8611138726
431.8153211548924,11,15,B,1175134.2968058945
153.50787823357257,8,1,B,207331.5343945243
133.55082613451745,12,14,B,359522.7677199367
265.4951647469604,8,13,C,658092.163300559
440.7580224372163,6,12,C,1042542.8687723328
121.6264719962794,12,3,D,184651.78652385448
343.7011985065692,12,4,C,552342.6984344056
459.52165587310543,11,3,B,704399.9884179644
203.09420503636963,10,10,B,456637.1525361296
332.7139484889872,4,3,B,507509.5224586452
194.95163541901837,6,10,B,435025.4431551813
130.31152536356842,9,15,C,353922.4269598206
178.39212753544163,8,7,A,360601.4665111276
326.3516520132231,5,13,B,820089.0210109375
467.9322165303426,12,6,B,856726.1688890462
458.49325898156684,6,12,D,1062571.0222221522
209.67398035285456,4,12,C,497073.20178991393
223.86432599465326,7,1,D,288030.0031592892
231.87436938362032,12,12,D,545985.9464544695
125.66320522291316,6,7,A,254316.81138793108
167.6351257054485,9,7,A,340082.9326398356
302.8735111470308,10,1,A,421799.5146733451
173.99532476192374,4,14,A,473697.1525659941
163.8395458486784,4,15,A,463152.58510294167
494.56807716751166,7,3,C,740257.2988252575
136.90730373665295,4,15,C,365835.2818647638
243.26809329695567,11,8,C,487771.60760840884
347.1424184655465,11,13,B,878245.1332117311
453.55567246273176,12,8,A,956583.8172110557
131.82068265847096,9,9,D,274221.5312269424
410.07333303178564,12,14,D,1034827.6280482054
435.62122347115843,9,3,A,693011.443356589
455.8481322411661,11,1,D,584784.7957968604
191.97706096259037,4,13,D,464559.0483316928
309.966515130219,11,15,C,830411.5999437782
232.3342081690627,5,8,C,461333.72167671536
277.62512069458853,11,10,A,646144.47634233
475.3122528174912,7,4,A,802965.4849706803
284.07849201737776,12,8,C,568906.4722901995
203.5823356353717,12,3,C,310370.51542543306
255.2333362921305,5,1,C,333482.40383460117
239.03313545524185,4,1,D,305708.0046789936
354.0373800528037,7,4,D,554106.9058035682
192.52631504824447,8,12,D,451448.65513360157
294.9506478132,5,9,B,625339.6998281736
335.940183856394,11,4,D,528601.4662039576
187.075782169594,7,13,A,493007.6056362361
207.64746481320816,7,1,B,278348.93668587616
169.9806118742144,8,9,A,379183.18188288127
410.17876321140665,6,13,B,1030442.364588354
474.3726239638465,12,15,D,1240232.8527192639
438.8997278394547,6,4,B,713160.7122756502
294.74526180445196,5,11,B,683038.2168434605
370.6101573838117,12,5,A,668886.5682690919
211.7166910199782,12,11,A,518247.6262375351
370.24489275865795,9,3,A,589894.6644503761
323.4569346413251,11,1,B,433642.9910410605
425.6528432880554,9,14,D,1070552.8166583169
381.2551510385807,11,9,B,812298.0443785032
243.7061384282445,9,10,C,534505.2590050081
310.2398450764578,11,11,B,724445.9123023386
263.96179067800745,7,4,A,448099.60502000165
471.59895996112334,11,10,B,1049124.8285863472
149.35262901701577,8,10,D,323205.64510321897
199.5754418321457,11,10,D,432163.29527028603
393.73387820211894,12,9,B,839446.4591013569
412.1025506147041,12,9,B,878117.6577581243
394.26433352373283,8,5,B,681323.3619262686
449.2067521719242,6,14,C,1149141.9775253753
219.3639176742393,12,6,C,398470.317789449
392.2987767717729,9,5,B,678669.18387611
254.00636174207483,5,13,D,614369.4220737072
173.89743757221282,7,10,D,374280.09585286013
419.6507851504601,10,7,C,793386.2698016614
196.14763139159214,11,2,D,273829.15283915435
357.31342425808623,11,12,D,834157.5503779184
197.44004581786328,6,1,A,274669.6373427479
410.3137500664856,8,1,A,568251.8172913353
348.57739640529246,7,12,D,810179.7556183429
322.64459564879826,11,12,B,785032.8907452931
408.8318576051189,9,7,A,818694.4316829896
443.65107769586604,6,10,C,963686.3278230706
146.74058438509806,7,3,D,218236.1897737254
129.47476473757746,5,15,D,340367.1113290604
